ID,Organisation,Sector,Subsector,Service,Province_CODE,Municipality_CODE,Barangay,Status,Beneficiaries,Beneficiary_type
300,IFRC,Shelter,Non-Food Item,Tarpaulin,1432,143213,Pusian,Finished,140,Families
301,IFRC,Shelter,Non-Food Item,Tarpaulin,1432,143213,Agani,Finished,205,Families
302,Singapore Red Cross,Relief,Food Items,Food (2-3 day) Ration,1432,143213,Bakir,Finished,4,Families
303,IFRC,WASH,Non-Food Item,Jerry Can (20L),1481,148102,Mocag,Finished,128,Families
304,NZAID,WASH,Non-Food Item,Jerry Can (20L),1481,148102,Balintaugan,Finished,2,Families
305,NZAID,WASH,Non-Food Item,Jerry Can (20L),1481,148102,Mabaay,Finished,1,Families
306,PRC,Rescue,Search and Rescue,Rescue,1481,148102,,Finished,53,Individuals
307,PRC,Relief,Non-Food Item,Mosquito Net,128,12808,,Finished,22,Families
308,NZAID,Relief,Non-Food Item,Mosquito Net,155,15518,Dalican,Finished,5,Families
309,NZAID,Relief,Non-Food Item,Mosquito Net,231,23118,Gonogon,Finished,6,Families
310,NZAID,WASH,Non-Food Item,Jerry Can (20L),231,23118,Poblacion,Finished,5,Families
311,NZAID,Relief,Non-Food Item,Mosquito Net,231,23118,Bonto Ili,Finished,1,Families
312,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,Laya West,Finished,52,Families
313,IFRC,Shelter,Non-Food Item,Tarpaulin,231,23118,Laya West,Finished,52,Families
316,IFRC,Shelter,Non-Food Item,Tarpaulin,231,23118,Laya East ,Finished,7,Families
317,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,Balong,Finished,32,Families
318,IFRC,WASH,Non-Food Item,Jerry Can (20L),231,23118,Calinaoan Sur,Finished,37,Families
319,IFRC,Shelter,Non-Food Item,Tarpaulin,231,23118,San Nicolas,Finished,23,Families
320,IFRC,Shelter,Non-Food Item,Tarpaulin,231,23118,San Macario,Finished,45,Families
321,IFRC,Shelter,Non-Food Item,Tarpaulin,231,23118,Aga,Finished,24,Families
322,IFRC,Relief,Non-Food Item,Plastic Mat,231,23118,Villa Pereda,Finished,36,Families
323,IFRC,WASH,Non-Food Item,Jerry Can (20L),231,23118,Villa Pereda,Finished,36,Families
324,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,Villa Pereda,Finished,36,Families
325,IFRC,Shelter,Non-Food Item,Tarpaulin,231,23118,Villa Pereda,Finished,36,Families
326,IFRC,Relief,Non-Food Item,Blanket,231,23118,Villa Luz,Finished,46,Families
327,IFRC,Relief,Non-Food Item,Mosquito Net,231,23118,Villa Luz,Finished,46,Families
328,IFRC,Relief,Non-Food Item,Plastic Mat,231,23118,Villa Luz,Finished,46,Families
329,IFRC,WASH,Non-Food Item,Jerry Can (20L),231,23118,Villa Luz,Finished,46,Families
330,IFRC,Relief,Non-Food Item,Plastic Mat,231,23118,Ragan Norte,Finished,31,Families
331,PRC,Relief,Non-Food Item,Doll Shoes,231,23118,San Ramon,Finished,157,Students
332,IFRC,Assessment,Assessment,Assessment,231,23118,,Finished,1,Municipality
334,PRC,Relief,Hot Meals,Juice,231,23118,"Barangay No. 1, San Lorenzo",Finished,137,Individuals
335,PRC,Relief,Hot Meals,Bread,231,23118,"Barangay No. 1, San Lorenzo",Finished,137,Individuals
336,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,Pusian,Finished,140,Families
337,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,Agani,Finished,205,Families
338,Singapore Red Cross,Relief,Food Items,Food (2-3 day) Ration,231,23118,Baretbet,Finished,7,Families
339,IFRC,Assessment,Assessment,Assessment,231,23118,,Finished,1,Municipality
340,IFRC,Shelter,Non-Food Item,Tarpaulin,231,23118,Bila,Finished,1,Families
341,PRC,Relief,Non-Food Item,Blanket,231,23118,Monamon Sur,Finished,2,Families
342,PRC,Relief,Non-Food Item,Blanket,231,23118,Guindazan Central,Finished,1,Families
343,PRC,Relief,Non-Food Item,Plastic Mat,231,23118,Mabaay,Finished,1,Families
344,IFRC,Shelter,Non-Food Item,Tarpaulin,231,23118,Mayag,Finished,1,Families
345,PRC,Relief,Non-Food Item,Plastic Mat,231,23118,Abatan,Finished,1,Families
346,PRC,Relief,Non-Food Item,Blanket,231,23118,Bagnen Proper,Finished,1,Families
347,IFRC,Assessment,Assessment,Assessment,231,23118,,Finished,1,Municipality
348,PRC,Relief,Non-Food Item,Blanket,231,23118,Dalican,Finished,5,Families
349,PRC,Relief,Non-Food Item,Blanket,231,23118,Gonogon,Finished,6,Families
350,NZAID,Relief,Non-Food Item,Mosquito Net,231,23118,Poblacion,Finished,5,Families
351,NZAID,WASH,Non-Food Item,Jerry Can (20L),231,23118,Bonto Ili,Finished,1,Families
352,IFRC,Relief,Non-Food Item,Blanket,231,23118,Villa Pereda,Finished,36,Families
353,IFRC,Relief,Non-Food Item,Mosquito Net,231,23118,Villa Pereda,Finished,36,Families
354,PRC,WASH,Hygiene Promotion,Hygiene Promotion,231,23118,,Finished,126,Individuals
355,PRC,Relief,Food Items,Food (2-3 day) Ration,231,23118,Bulusan,Finished,3,Families
356,PRC,WASH,Non-Food Item,Hygiene Kit,231,23118,Lanna,Finished,28,Families
357,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,Cabaruan,Finished,26,Families
358,IFRC,WASH,Non-Food Item,Jerry Can (20L),231,23118,Laya West,Finished,52,Families
359,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,Laya East ,Finished,7,Families
360,IFRC,WASH,Non-Food Item,Jerry Can (20L),231,23118,Balong,Finished,32,Families
361,IFRC,Relief,Non-Food Item,Mosquito Net,231,23118,Ipil,Finished,52,Families
362,PRC,Relief,Non-Food Item,Blanket,231,23118,Agbannawag,Finished,31,Families
363,IFRC,Relief,Non-Food Item,Plastic Mat,231,23118,Agbannawag,Finished,31,Families
364,German RC,Assessment,Assessment,Detailed Assessment,231,23118,,Finished,1,Municipality
365,IFRC,Assessment,Assessment,Assessment,231,23118,,Finished,1,Municipality
366,IFRC,Shelter,Non-Food Item,Tarpaulin,231,23118,Calinaoan Sur,Finished,37,Families
367,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,Sto. Rosario,Finished,30,Families
368,IFRC,WASH,Non-Food Item,Jerry Can (20L),231,23118,Concepcion,Finished,19,Families
369,IFRC,Relief,Non-Food Item,Plastic Mat,231,23118,Santor,Finished,46,Families
370,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,San Nicolas,Finished,23,Families
371,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,San Macario,Finished,45,Families
372,IFRC,WASH,Non-Food Item,Hygiene Kit,231,23118,Aga,Finished,24,Families
373,IFRC,Relief,Non-Food Item,Plastic Mat,231,23118,Ragan Sur,Finished,44,Families
374,IFRC,Relief,Non-Food Item,Mosquito Net,231,23118,Ragan Norte,Finished,31,Families
375,PRC,Relief,Non-Food Item,Doll Shoes,231,23118,Ragan Norte,Finished,76,Students
376,IFRC,Assessment,Assessment,Assessment,231,23118,,Finished,1,Municipality
378,PRC,WASH,Non-Food Item,Hygiene Kit,231,23118,,Finished,30,Families
379,PRC,WASH,Non-Food Item,Hygiene Kit,231,23118,,Finished,60,Families
380,IFRC,Assessment,Assessment,Assessment,231,23118,,Finished,1,Municipality
381,PRC,Relief,Hot Meals,Juice,231,23118,,Finished,28,Individuals
382,IFRC,Assessment,Assessment,Assessment,231,23118,,Finished,1,Municipality
383,IFRC,WASH,Non-Food Item,Jerry Can (20L),377,37704,Pusian,Finished,140,Families
384,IFRC,WASH,Non-Food Item,Jerry Can (20L),377,37705,Agani,Finished,205,Families
385,Singapore Red Cross,Relief,Food Items,Food (2-3 day) Ration,128,12809,Villaros,Finished,3,Families
386,IFRC,Relief,Non-Food Item,Plastic Mat,377,37706,Mocag,Finished,128,Families
387,IFRC,Shelter,Non-Food Item,Tarpaulin,377,37706,Balintaugan,Finished,2,Families
388,NZAID,Relief,Non-Food Item,Mosquito Net,377,37706,Mabaay,Finished,1,Families
389,IFRC,Shelter,Non-Food Item,Tarpaulin,377,37706,Gueday,Finished,7,Families
390,PRC,Relief,Non-Food Item,Blanket,377,37706,Balili,Finished,1,Families
391,IFRC,Shelter,Non-Food Item,Tarpaulin,377,37706,Balili,Finished,1,Families
392,IFRC,Shelter,Non-Food Item,Tarpaulin,377,37706,Dalican,Finished,5,Families
393,PRC,Relief,Non-Food Item,Plastic Mat,377,37706,Poblacion,Finished,5,Families
394,PRC,Relief,Non-Food Item,Plastic Mat,1401,140107,Bonto Ili,Finished,1,Families
395,PRC,WASH,Hygiene Promotion,Hygiene Promotion,250,25007,,Finished,171,Individuals
396,IFRC,WASH,Non-Food Item,Jerry Can (20L),250,25007,Cabaruan,Finished,26,Families
397,Singapore Red Cross,Relief,Food Items,Food (2-3 day) Ration,250,25007,Ineagan,Finished,6,Families
398,Singapore Red Cross,Relief,Food Items,Food (2-3 day) Ration,250,25007,Mabasa,Finished,3,Families
399,Singapore Red Cross,Relief,Food Items,Food (2-3 day) Ration,250,25007,Malasin,Finished,5,Families
400,Singapore Red Cross,Relief,Food Items,Food (2-3 day) Ration,250,25007,Belance,Finished,2,Families
401,Singapore Red Cross,Relief,Food Items,Food (2-3 day) Ration,250,25007,Bitnong,Finished,2,Families
402,Singapore Red Cross,Relief,Food Items,Food (2-3 day) Ration,250,25007,Parai,Finished,3,Families
403,IFRC,Assessment,Assessment,Assessment,250,25008,,Finished,1,Municipality
404,IFRC,Assessment,Assessment,Assessment,215,21512,,Finished,1,Municipality
405,Singapore RC,Relief,Food Items,Food (2-3 day) Ration,215,21512,Marracuru,Finished,178,Families
406,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21512,Roma Norte,Finished,126,Families
407,PRC,WASH,Non-Food Item,Jerry Can (20L),215,21512,Roma Norte,Finished,126,Families
408,NZAID,WASH,Non-Food Item,Hygiene Kit,215,21512,Roma Norte,Finished,126,Families
409,NZAID,Relief,Non-Food Item,Blanket,215,21512,Roma Norte,Finished,126,Families
410,PRC,Relief,Non-Food Item,Mosquito Net,215,21512,Roma Norte,Finished,126,Families
411,PRC,Relief,Non-Food Item,Plastic Mat,215,21512,Roma Norte,Finished,126,Families
412,IFRC,Relief,Non-Food Item,Plastic Mat,215,21512,Laya West,Finished,52,Families
413,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21512,Laya East ,Finished,7,Families
414,IFRC,Relief,Non-Food Item,Plastic Mat,215,21512,Balong,Finished,45,Families
415,PRC,Relief,Non-Food Item,Blanket,215,21512,Ipil,Finished,52,Families
416,NZAID,Relief,Non-Food Item,Hygiene Kit,215,21512,Balong,Finished,13,Families
417,IFRC,Relief,Non-Food Item,Mosquito Net,215,21512,Agbannawag,Finished,31,Families
422,IFRC,Relief,Non-Food Item,Blanket,215,21512,San Antonio,Finished,180,Families
423,IFRC,Relief,Non-Food Item,Mosquito Net,215,21512,San Antonio,Finished,180,Families
424,IFRC,Relief,Non-Food Item,Plastic Mat,215,21512,San Antonio,Finished,180,Families
425,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21512,San Antonio,Finished,180,Families
426,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21512,San Antonio,Finished,180,Families
427,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21512,San Antonio,Finished,180,Families
428,IFRC,Assessment,Assessment,Assessment,349,34907,,Finished,1,Municipality
429,PRC,Health,PSS,Welfare Desk,215,21514,,Finished,1,Evacuation Center
430,PRC,Relief,Hot Meals,Hot Meals,215,21514,Paradise,Finished,49,Individuals
431,PRC,Health,PSS,Welfare Desk,371,37105,Palanginan,Finished,1,Chapter
432,IFRC,Assessment,Assessment,Assessment,231,23114,,Finished,1,Municipality
433,PRC,Health,PSS,Welfare Desk,231,23114,Osmena,Finished,1,Chapter
434,German RC,WASH,Water,Water Ration,231,23114,Batong Labang,Finished,16000,Liters
435,German RC,WASH,Water,Water Ration,231,23114,San Antonio,Finished,8000,Liters
436,PRC,Relief,Non-Food Item,Blanket,1411,141106,,Finished,45,Families
437,PRC,Relief,Non-Food Item,Plastic Mat,1411,141106,,Finished,45,Families
438,PRC,WASH,Non-Food Item,Hygiene Kit,1411,141106,,Finished,45,Families
439,PRC,Relief,Non-Food Item,Blanket,1411,141108,,Finished,30,Families
440,PRC,Relief,Non-Food Item,Plastic Mat,1411,141108,,Finished,30,Families
441,IFRC,Assessment,Assessment,Assessment,1411,141108,,Finished,1,Municipality
442,PRC,Health,PSS,Welfare Desk,1411,141110,,Finished,1,Chapter
443,IFRC,WASH,Non-Food Item,Hygiene Kit,1411,141110,Calinaoan Sur,Finished,37,Families
444,IFRC,WASH,Non-Food Item,Jerry Can (20L),1411,141110,Sto. Rosario,Finished,30,Families
445,IFRC,Relief,Non-Food Item,Plastic Mat,1401,140110,Concepcion,Finished,19,Families
446,IFRC,Relief,Non-Food Item,Mosquito Net,1427,142704,Santor,Finished,46,Families
447,IFRC,WASH,Non-Food Item,Jerry Can (20L),1401,140111,San Nicolas,Finished,23,Families
448,PRC,Health,PSS,Psychosocial Support,128,12812,Caaoacan,Finished,58,Individuals
449,PRC,Health,PSS,Welfare Desk,128,12812,Caaoacan,Finished,1,Evacuation Center
450,PRC,Health,PSS,Welfare Desk,128,12812,Barangay No. 23,Finished,1,Chapter
451,PRC,Health,PSS,Welfare Desk,128,12812,"Barangay No. 29, Santo Tomas",Finished,1,Evacuation Center
452,IFRC,WASH,Non-Food Item,Jerry Can (20L),128,12812,San Macario,Finished,45,Families
453,IFRC,WASH,Non-Food Item,Jerry Can (20L),128,12812,Aga,Finished,24,Families
454,IFRC,Relief,Non-Food Item,Mosquito Net,128,12812,Ragan Sur,Finished,44,Families
455,IFRC,Relief,Non-Food Item,Blanket,128,12812,Ragan Norte,Finished,31,Families
456,PRC,Relief,Non-Food Item,Doll Shoes,128,12812,San Nicolas,Finished,69,Students
457,PRC,Relief,Non-Food Item,Doll Shoes,128,12812,San Macario,Finished,44,Students
458,IFRC,Assessment,Assessment,Assessment,128,12812,,Finished,1,Municipality
459,IFRC,Assessment,Assessment,Assessment,128,12812,,Finished,1,Municipality
460,Singapore Red Cross,Relief,Food Items,Food (2-3 day) Ration,128,12812,Lamo,Finished,4,Families
461,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,128,12812,San Antonio,Finished,900,Individuals
462,PRC,Relief,Hot Meals,Juice,1401,140108,"Barangay No. 29, Santo Tomas",Finished,115,Individuals
463,IFRC,Assessment,Assessment,Assessment,215,21517,,Finished,1,Municipality
464,IFRC,Relief,Non-Food Item,Blanket,215,21517,Calapangan Sur,Finished,53,Families
465,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Calapangan Sur,Finished,53,Families
466,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Calapangan Sur,Finished,53,Families
467,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Calapangan Sur,Finished,53,Families
468,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Calapangan Sur,Finished,53,Families
469,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Calapangan Sur,Finished,53,Families
470,IFRC,Relief,Non-Food Item,Blanket,215,21517,Aggunetan,Finished,64,Families
471,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Aggunetan,Finished,64,Families
472,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Aggunetan,Finished,64,Families
473,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Aggunetan,Finished,64,Families
474,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Aggunetan,Finished,64,Families
475,PRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Aggunetan,Finished,64,Families
476,IFRC,Relief,Non-Food Item,Blanket,215,21517,Calapangan Norte,Finished,61,Families
477,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Calapangan Norte,Finished,61,Families
478,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Calapangan Norte,Finished,61,Families
479,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Calapangan Norte,Finished,61,Families
480,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Calapangan Norte,Finished,61,Families
481,PRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Calapangan Norte,Finished,61,Families
482,NZAID,Relief,Non-Food Item,Blanket,215,21517,Allanay,Finished,39,Families
483,PRC,Relief,Non-Food Item,Mosquito Net,215,21517,Allanay,Finished,39,Families
484,PRC,Relief,Non-Food Item,Plastic Mat,215,21517,Allanay,Finished,39,Families
485,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Allanay,Finished,39,Families
486,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Allanay,Finished,39,Families
487,PRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Allanay,Finished,11,Families
488,IFRC,Relief,Non-Food Item,Blanket,215,21517,Callao Sur,Finished,33,Families
489,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Callao Sur,Finished,33,Families
490,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Callao Sur,Finished,33,Families
491,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Callao Sur,Finished,33,Families
492,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Callao Sur,Finished,33,Families
493,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Callao Sur,Finished,33,Families
494,IFRC,Relief,Non-Food Item,Blanket,215,21517,Callao Norte,Finished,58,Families
495,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Callao Norte,Finished,58,Families
496,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Callao Norte,Finished,58,Families
497,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Callao Norte,Finished,58,Families
498,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Callao Norte,Finished,58,Families
499,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Callao Norte,Finished,58,Families
500,IFRC,Relief,Non-Food Item,Blanket,215,21517,Sicalao,Finished,130,Families
501,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Sicalao,Finished,130,Families
502,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Sicalao,Finished,130,Families
503,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Sicalao,Finished,130,Families
504,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Sicalao,Finished,130,Families
505,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Sicalao,Finished,130,Families
506,IFRC,Relief,Non-Food Item,Blanket,215,21517,Malinta,Finished,25,Families
507,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Malinta,Finished,25,Families
508,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Malinta,Finished,25,Families
509,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Malinta,Finished,25,Families
510,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Malinta,Finished,25,Families
511,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Malinta,Finished,25,Families
512,IFRC,Relief,Non-Food Item,Blanket,215,21517,Viga,Finished,10,Families
513,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Viga,Finished,10,Families
514,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Viga,Finished,10,Families
515,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Viga,Finished,10,Families
516,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Viga,Finished,10,Families
517,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Viga,Finished,10,Families
518,IFRC,Relief,Non-Food Item,Blanket,215,21517,Centro 1,Finished,29,Families
519,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Centro 1,Finished,29,Families
520,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Centro 1,Finished,29,Families
521,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Centro 1,Finished,29,Families
522,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Centro 1,Finished,29,Families
523,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Centro 1,Finished,29,Families
524,IFRC,Relief,Non-Food Item,Blanket,215,21517,Battalan,Finished,13,Families
525,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Battalan,Finished,13,Families
526,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Battalan,Finished,13,Families
527,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Battalan,Finished,13,Families
528,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Battalan,Finished,13,Families
529,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Battalan,Finished,13,Families
530,IFRC,Relief,Non-Food Item,Blanket,215,21517,Nabannagan East,Finished,22,Families
531,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Nabannagan East,Finished,22,Families
532,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Nabannagan East,Finished,22,Families
533,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Nabannagan East,Finished,22,Families
534,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Nabannagan East,Finished,22,Families
535,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Nabannagan East,Finished,22,Families
536,IFRC,Relief,Non-Food Item,Blanket,215,21517,Tuccalan Pasing,Finished,6,Families
537,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Tuccalan Pasing,Finished,6,Families
538,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Tuccalan Pasing,Finished,6,Families
539,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Tuccalan Pasing,Finished,6,Families
540,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Tuccalan Pasing,Finished,6,Families
541,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Tuccalan Pasing,Finished,6,Families
542,IFRC,Relief,Non-Food Item,Blanket,215,21517,Minangan Norte,Finished,9,Families
543,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Minangan Norte,Finished,9,Families
544,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Minangan Norte,Finished,9,Families
545,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Minangan Norte,Finished,9,Families
546,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Minangan Norte,Finished,9,Families
547,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Minangan Norte,Finished,9,Families
548,IFRC,Relief,Non-Food Item,Blanket,215,21517,Taggao,Finished,11,Families
549,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Taggao,Finished,11,Families
550,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Taggao,Finished,11,Families
551,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Taggao,Finished,11,Families
552,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Taggao,Finished,11,Families
553,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Taggao,Finished,11,Families
554,IFRC,Relief,Non-Food Item,Blanket,215,21517,Ignacio B. Jurado,Finished,36,Families
555,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Ignacio B. Jurado,Finished,36,Families
556,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Ignacio B. Jurado,Finished,36,Families
557,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Ignacio B. Jurado,Finished,36,Families
558,IFRC,WASH,Non-Food Item,Hygiene Kit,215,21517,Ignacio B. Jurado,Finished,36,Families
559,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Ignacio B. Jurado,Finished,36,Families
560,IFRC,Relief,Non-Food Item,Blanket,215,21517,Nabannagan West,Finished,9,Families
561,IFRC,Relief,Non-Food Item,Mosquito Net,215,21517,Nabannagan West,Finished,9,Families
562,IFRC,Relief,Non-Food Item,Plastic Mat,215,21517,Nabannagan West,Finished,9,Families
563,IFRC,Shelter,Non-Food Item,Tarpaulin,215,21517,Nabannagan West,Finished,9,Families
564,NZAID,WASH,Non-Food Item,Hygiene Kit,215,21517,Nabannagan West,Finished,9,Families
565,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Nabannagan West,Finished,9,Families
566,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Calapangan Sur,Finished,265,Individuals
567,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Aggunetan,Finished,320,Individuals
568,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Calapangan Norte,Finished,305,Individuals
569,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Allanay,Finished,195,Individuals
570,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Callao Sur,Finished,165,Individuals
571,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Callao Norte,Finished,290,Individuals
572,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Sicalao,Finished,650,Individuals
573,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Malinta,Finished,125,Individuals
574,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Viga,Finished,50,Individuals
575,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Centro 1,Finished,145,Individuals
576,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Battalan,Finished,65,Individuals
577,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Nabannagan East,Finished,110,Individuals
578,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Tuccalan Pasing,Finished,30,Individuals
579,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Minangan Norte,Finished,45,Individuals
580,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Taggao,Finished,55,Individuals
581,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Ignacio B. Jurado,Finished,180,Individuals
582,IFRC,WASH,Hygiene Promotion,Hygiene Promotion,215,21517,Nabannagan West,Finished,45,Individuals
583,IFRC,WASH,Non-Food Item,Jerry Can (20L),215,21517,Allanay,Finished,28,Families
584,PRC,Health,PSS,Welfare Desk,1481,148105,Poblacion,Finished,1,Evacuation Center
585,IFRC,Relief,Non-Food Item,Blanket,1481,148105,Calayucay ,Finished,72,Families
586,IFRC,Relief,Non-Food Item,Mosquito Net,1481,148105,Calayucay ,Finished,72,Families
587,IFRC,Relief,Non-Food Item,Plastic Mat,1481,148105,Calayucay ,Finished,72,Families
588,IFRC,WASH,Non-Food Item,Jerry Can (20L),1481,148105,Calayucay ,Finished,72,Families
589,IFRC,WASH,Non-Food Item,Hygiene Kit,1481,148105,Calayucay ,Finished,72,Families
590,IFRC,Shelter,Non-Food Item,Tarpaulin,1481,148105,Calayucay ,Finished,72,Families
591,IFRC,Relief,Non-Food Item,Blanket,1481,148105,Calabigan,Finished,54,Families
592,IFRC,Relief,Non-Food Item,Mosquito Net,1481,148105,Calabigan,Finished,54,Families
593,IFRC,Relief,Non-Food Item,Plastic Mat,1481,148105,Calabigan,Finished,54,Families
594,IFRC,WASH,Non-Food Item,Jerry Can (20L),1481,148105,Calabigan,Finished,54,Families
595,IFRC,WASH,Non-Food Item,Hygiene Kit,1481,148105,Calabigan,Finished,54,Families
596,IFRC,Shelter,Non-Food Item,Tarpaulin,1481,148105,Calabigan,Finished,54,Families
597,IFRC,Relief,Non-Food Item,Blanket,1481,148105,Turod,Finished,46,Families
598,IFRC,Relief,Non-Food Item,Mosquito Net,1481,148105,Turod,Finished,46,Families
599,IFRC,Relief,Non-Food Item,Plastic Mat,1481,148105,Turod,Finished,46,Families
